medcodeid	term	arrhythmia	arrhythmia_cat	arrhythmia_type	cvd	angina	angina_cat	angina_type	cad	cad_cat	cad_type	mi	mi_cat	sca	sca_cat	revascularisation	revascularisation_cat	nonspecificcvd	nonspecificcvd_cat	hf_cat	hf	confidence	stroke	catstroke	vte	dvt	dvt_cat	dvt_type	pulmonaryembolism	pulmonaryembolism_cat	cardiomyopathy	cardiomyopathy_cat	cardiomyopathy_type	pericarditis	pericarditis_cat	vhd	vhd_cat	pvd	pvd_cat	cvdgrouped
370711000006115	[x]cerebrovascular diseases				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
371021000006118	[x]chronic rheumatic heart disease				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
3712711000006115	tachycardia-bradycardia	arrhythmia	Diagnosis	Bradycardia	arrhythmia																																			1
3712731000006114	bradycardia-tachycardia syndrome	arrhythmia	Diagnosis	Bradycardia	arrhythmia																																			1
3712741000006116	tachycardia bradycardia syndrome	arrhythmia	Diagnosis	Bradycardia	arrhythmia																																			1
371641000000112	delivery of rehabilitation for stroke				stroke																	History	Stroke	History of																1
37443015	heart attack				mi							Myocardial infarction	Myocardial infarction																											1
3745741000006117	acute myocardial infarction of inferoposterior wall				mi							Myocardial infarction	Myocardial infarction																											1
375462013	claudication distance				pvd																																	PVD	Diagnosis	1
377172018	congenital heart disease, septal and bulbar anomalies				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
3777981000006119	posterior inferior cerebellar artery syndrome				stroke																	Diagnosis	Stroke	Not specified																1
3800291000006115	cor - chronic cor pulmonale				hf															Heart failure	Heart failure																			1
3802991000006114	pericarditis secondary to uraemia				pericarditis																													Pericarditis	Diagnosis					1
3803011000006113	uremic pericarditis				pericarditis																													Pericarditis	Diagnosis					1
3803021000006117	uraemic pericarditis				pericarditis																													Pericarditis	Diagnosis					1
3807321000006113	embolism of iliac artery				pvd																																	PVD	Diagnosis	1
3836731000006115	ischaemic bowel disease				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
3836741000006113	ischaemic disease of gut				cad				CAD	Diagnosis	Not specific																													1
3847721000006116	irregular tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
3852421000006114	external cardiac massage				cad				CAD	Diagnosis	SCA																													1
3852431000006112	closed cardiac massage				sca									Sudden cardiac arrest	Diagnosis																									1
3852441000006119	cccm - closed chest cardiac massage				sca									Sudden cardiac arrest	Diagnosis																									1
3852721000006116	congenital tricuspid regurgitation				vhd																															1	Diagnosis			1
3855401000006112	cor pulmonale				hf															Heart failure	Heart failure																			1
3859091000006114	dilated cardiomyopathy secondary to alcohol				cardiomyopathy																										Cardiomyopathy	Diagnosis	Dilated cardiomyopathy							1
3859111000006117	dilated cardiomyopathy caused by alcohol				cardiomyopathy																										Cardiomyopathy	Diagnosis	Dilated cardiomyopathy							1
3868341000006118	hf - heart failure				hf															Heart failure	Heart failure																			1
3886041000006118	left heart failure				hf															Heart failure	Heart failure																			1
3886061000006119	left-sided heart failure				hf															Heart failure	Heart failure																			1
3886071000006114	lvf - left ventricular failure				hf															Heart failure	Heart failure																			1
3886751000006118	angina, class iii				cad				CAD	Diagnosis	Angina																													1
39111000006114	other acute and subacute ischaemic heart disease				cad				CAD	Diagnosis	Not specific																													1
3919991000006112	prinzmetal angina				angina	Angina	Diagnosis	Vasospastic codes																																1
3920001000006119	variant angina pectoris				angina	Angina	Diagnosis	Vasospastic codes																																1
3920011000006116	variant angina				angina	Angina	Diagnosis	Vasospastic codes																																1
3920021000006112	coronary artery spasm angina				cad				CAD	Diagnosis	Angina																													1
3932731000006114	basilar artery thrombosis				stroke																	Diagnosis	Stroke	Ischaemic																1
394321017	iliac and femoral artery operations				pvd																																	PVD	Diagnosis	1
394322012	replacement of aneurysmal iliac artery				pvd																																	PVD	Diagnosis	1
394326010	reconstruction of iliac artery				pvd																																	PVD	Diagnosis	1
394328011	iliac endarterectomy and patch				pvd																																	PVD	Diagnosis	1
394329015	endarterectomy of iliac artery				pvd																																	PVD	Diagnosis	1
394330013	other open operations on iliac artery				pvd																																	PVD	Diagnosis	1
394331012	repair of iliac artery				pvd																																	PVD	Diagnosis	1
394332017	open embolectomy of iliac artery				pvd																																	PVD	Diagnosis	1
394333010	transluminal operations on iliac artery				pvd																																	PVD	Diagnosis	1
394335015	arteriography of iliac artery				pvd																																	PVD	Diagnosis	1
394337011	other replacement of aneurysmal femoral artery				pvd																																	PVD	Diagnosis	1
394338018	other emergency bypass of femoral artery or popliteal artery				pvd																																	PVD	Diagnosis	1
394340011	reconstruction of femoral artery or popliteal artery				pvd																																	PVD	Diagnosis	1
394341010	other open operations on femoral artery or popliteal artery				pvd																																	PVD	Diagnosis	1
394345018	arteriography of femoral artery				pvd																																	PVD	Diagnosis	1
394541000006112	[x]ischaemic heart diseases				cad				CAD	Diagnosis	Not specific																													1
395337016	gas gangrene caused by clostridium histolyticum				pvd																																	PVD	Diagnosis	1
395338014	gas gangrene caused by clostridium oedematiens				pvd																																	PVD	Diagnosis	1
395340016	gas gangrene caused by clostridium perfringens				pvd																																	PVD	Diagnosis	1
395341017	gas gangrene caused by clostridium welchii				pvd																																	PVD	Diagnosis	1
3957551000006114	cpr - cardiopulmonary resuscitation				cad				CAD	Diagnosis	SCA																													1
395756011	chronic pulmonary heart disease nos				cad				CAD	Diagnosis	Not specific																													1
395757019	other pulmonary circulation disease				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
395758012	acute idiopathic pericarditis				pericarditis																													Pericarditis	Diagnosis					1
395760014	acute purulent pericarditis unspecified				pericarditis																													Pericarditis	Diagnosis					1
395766015	obscure african cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Cardiomyopathy NOS							1
395767012	nutritional and metabolic cardiomyopathy nos				cardiomyopathy																										Cardiomyopathy	Diagnosis	Cardiomyopathy NOS							1
395768019	cardiomyopathy associated with another disorder				cardiomyopathy																										Cardiomyopathy	Diagnosis	Cardiomyopathy NOS							1
395771010	other cardiac dysrhythmias	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
395772015	heart failure nos				hf															Heart failure	Heart failure																			1
395775018	other ill-defined heart disease				cad				CAD	Diagnosis	Not specific																													1
395777014	precerebral arterial occlusion				stroke																	Diagnosis	Stroke	Ischaemic																1
395780010	cerebral infarction				stroke																	Diagnosis	Stroke	Ischaemic																1
395791015	other peripheral vascular disease				pvd																																	PVD	Diagnosis	1
395801015	deep vein phlebitis and thrombophlebitis of the leg				dvt																					DVT	Diagnosis	3. DVT legs												1
3962581000006110	thrombosis of cavernous venous sinus				vte																				1															1
39670013	chronic pericarditis				pericarditis																													Pericarditis	Diagnosis					1
39767019	rheumatic heart disease				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
39773018	coronary artery spasm				cad				CAD	Diagnosis	Angina																													1
397829016	h/o: cardiovascular disease				cad				CAD	3	Not specific																													1
397891010	cardiovascular symptoms				nonspecificcvd													Nonspecific CVD	80.Possible CVD - non-specific																					1
3985501000006114	pulmonary valve regurgitation				vhd																															1	Diagnosis			1
3985521000006116	pr - pulmonary regurgitation				vhd																															1	Diagnosis			1
4005301000006110	biventricular failure				hf															Heart failure	Heart failure																			1
400815018	congenital anomaly of cardiovascular system				nonspecificcvd													Nonspecific CVD	80.Possible CVD - non-specific																					1
401870011	postoperative pulmonary oedema				hf															Possible HF	Heart failure																			1
4031011	old myocardial infarction				mi							Myocardial infarction	History of																											1
4032016	healed myocardial infarction				cad				CAD	3	MI																													1
404741000000119	heart failure 6 month review				hf															Disease management	Heart failure																			1
404741000006114	[x]oth heart disorders/oth infectious+parasitic diseases ce				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
405339016	cerebrovascular accident				stroke																	Diagnosis	Stroke	Not specified																1
4056841000006116	thrombophlebitis of superficial veins of upper extremities				vte																				1															1
4056931000006116	brain stem haemorrhage				stroke																	Diagnosis	Stroke	Haemorrhagic																1
4056951000006111	brainstem haemorrhage				stroke																	Diagnosis	Stroke	Haemorrhagic																1
4056971000006118	thrombosis of cerebral veins				stroke																	Diagnosis	Stroke	Ischaemic																1
4056981000006115	cerebral venous thrombosis				stroke																	Diagnosis	Stroke	Ischaemic																1
4057031000006117	brain stem infarct				stroke																	Diagnosis	Stroke	Ischaemic																1
4057041000006110	brain stem stroke				stroke																	Diagnosis	Stroke	Not specified																1
4057051000006112	infarction of brain stem				stroke																	Diagnosis	Stroke	Ischaemic																1
406251000000118	atrial fibrillation monitoring administration	arrhythmia	Disease management	Atrial fibrillation & flutter	arrhythmia																																			1
406801000000118	heart failure monitoring telephone invitation				hf															Disease management	Heart failure																			1
406861000000119	atrial fibrillation annual review	arrhythmia	Disease management	Atrial fibrillation & flutter	arrhythmia																																			1
407001000000113	left ventricular dysfunction monitoring telephone invitation				hf															Disease management	Heart failure																			1
407041000000111	heart failure monitoring verbal invitation				hf															Disease management	Heart failure																			1
407061000000112	heart failure monitoring first letter				hf															Disease management	Heart failure																			1
407081000000115	heart failure monitoring second letter				hf															Disease management	Heart failure																			1
407101000000114	heart failure monitoring third letter				hf															Disease management	Heart failure																			1
407181000000116	did not attend heart failure clinic				hf															Possible HF	Heart failure																			1
407291000006117	[x]other cerebrovascular disorders in diseases ce				cad				CAD	Diagnosis	Not specific																													1
4077411000006118	intermittent palpitations	arrhythmia	Diagnosis	Palpitations	arrhythmia																																			1
408081000000116	atrial fibrillation monitoring first letter	arrhythmia	Disease management	Atrial fibrillation & flutter	arrhythmia																																			1
408101000000110	atrial fibrillation monitoring second letter	arrhythmia	Disease management	Atrial fibrillation & flutter	arrhythmia																																			1
408121000000118	atrial fibrillation monitoring third letter	arrhythmia	Disease management	Atrial fibrillation & flutter	arrhythmia																																			1
408141000000113	atrial fibrillation monitoring verbal invite	arrhythmia	Disease management	Atrial fibrillation & flutter	arrhythmia																																			1
408241000000115	atrial fibrillation monitoring telephone invite	arrhythmia	Disease management	Atrial fibrillation & flutter	arrhythmia																																			1
408571000006116	[x]other current complicatns following acute myocard infarct				cad				CAD	3	MI																													1
410751000006118	[x]other heart disorders in other diseases ce				cad				CAD	Diagnosis	Not specific																													1
410962015	dacron aortoiliac y graft				pvd																																	PVD	Diagnosis	1
410964019	endarterectomy and patch repair of common iliac artery				pvd																																	PVD	Diagnosis	1
410965018	endarterectomy of common iliac artery				pvd																																	PVD	Diagnosis	1
410966017	other open operations on common iliac artery				pvd																																	PVD	Diagnosis	1
410967014	repair of common iliac artery				pvd																																	PVD	Diagnosis	1
410968016	transluminal operations on common iliac artery				pvd																																	PVD	Diagnosis	1
410969012	other replacement of aneurysmal superficial femoral artery				pvd																																	PVD	Diagnosis	1
410970013	other replacement of aneurysmal common femoral artery				pvd																																	PVD	Diagnosis	1
410972017	other replacement of aneurysmal deep femoral artery				pvd																																	PVD	Diagnosis	1
410973010	repair of aneurysm with graft of popliteal artery				pvd																																	PVD	Diagnosis	1
410974016	reconstruction of popliteal artery				pvd																																	PVD	Diagnosis	1
410975015	reconstruction of deep femoral artery				pvd																																	PVD	Diagnosis	1
410976019	reconstruction of common femoral artery				pvd																																	PVD	Diagnosis	1
410977011	reconstruction of femoral artery				pvd																																	PVD	Diagnosis	1
410979014	other open operations on popliteal artery				pvd																																	PVD	Diagnosis	1
410982016	transluminal procedure on superficial femoral artery				pvd																																	PVD	Diagnosis	1
410983014	transluminal procedure on common femoral artery				pvd																																	PVD	Diagnosis	1
410984015	transluminal procedure on deep femoral artery				pvd																																	PVD	Diagnosis	1
410985019	transluminal procedure on popliteal artery				pvd																																	PVD	Diagnosis	1
410986018	transluminal procedure on femoral artery				pvd																																	PVD	Diagnosis	1
411078012	reconstruction of superficial femoral artery				pvd																																	PVD	Diagnosis	1
411214011	open embolectomy of common iliac artery				pvd																																	PVD	Diagnosis	1
411416011	stroke in the puerperium				stroke																	Diagnosis	Stroke	Not specified																1
411506018	impaired left ventricular function				hf															Heart failure	Heart failure																			1
411512011	claudication				pvd																																	PVD	Diagnosis	1
411518010	h/o: cva				stroke																	History	Stroke	History of																1
411904010	aspirin prophylaxis for ischaemic heart disease				cad				CAD	Diagnosis	Not specific																													1
412645018	phlebitis and/or thrombophlebitis of iliac vein				dvt																					DVT	Diagnosis	2.DVT other/NOS												1
4126671000006116	cardiovascular finding				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
413750011	central post-stroke pain				stroke																	History	Stroke	History of																1
413841000006119	[x]other specifd disorders/circulatory system in diseases ce				cad				CAD	Diagnosis	Not specific																													1
417171000006111	[x]other vascular syndroms/brain in cerebrovasculr diseases				cad				CAD	Diagnosis	Not specific																													1
419130013	arrhythmogenic right ventricular cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Arrhythmogenic right ventricular dysplasia							1
4193361000006119	chronic left-sided heart failure				hf															Heart failure	Heart failure																			1
4193441000006114	tricuspid regurgitation				vhd																															1	Diagnosis			1
4193461000006113	tricuspid insufficiency				vhd																															1	Diagnosis			1
4193471000006118	tr - tricuspid regurgitation				vhd																															1	Diagnosis			1
4193641000006111	nonparalytic stroke				stroke																	Diagnosis	Stroke	Not specified																1
419640012	thrombosis of inferior vena cava				vte																				1															1
419721000006116	[x]pericarditis in other infectious+parasitic diseases ce				pericarditis																													Pericarditis	Diagnosis					1
421235014	paroxysmal atrial fibrillation	arrhythmia	Diagnosis	Atrial fibrillation & flutter	arrhythmia																																			1
4216831000006113	cardiovascular measurement				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
4220311000006118	structure of cardiovascular system				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
4220321000006114	cardiovascular system				cad				CAD	Diagnosis	Not specific																													1
424291000006117	[x]pulmon heart disease & diseases of pulmonary circulation				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
426231000006114	[x]sequelae of other nontraumatic intracranial haemorrhage				stroke																	History	Stroke	History of																1
426321000006116	[x]sequelae of stroke,not specfd as h'morrhage or infarction				stroke																	History	Stroke	History of																1
426481000006114	[x]sequelae/other + unspecified cerebrovascular diseases				cad				CAD	Diagnosis	Not specific																													1
42864016	ventricular tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
4317901000006119	internal mammary-coronary artery bypass graft				revascularisation											revascularisation	Diagnosis																							1
4317911000006116	coronary artery bypass graft, anastomosis of artery of thorax to coronary artery				cad				CAD	Diagnosis	Revascularisation																													1
4403261000006113	dvt - deep vein thrombosis				dvt																					DVT	Diagnosis	2.DVT other/NOS												1
442204010	angina on effort				cad				CAD	Diagnosis	Angina																													1
443199013	ischaemic foot				pvd																																	PVD	Diagnosis	1
447324018	acute q-wave infarct				mi							Myocardial infarction	Myocardial infarction																											1
449935012	admission to stroke unit				stroke																	Diagnosis	Stroke	Not specified																1
450322013	acute non-q wave infarction				mi							Myocardial infarction	Myocardial infarction																											1
450665015	ischaemic toe				pvd																																	PVD	Diagnosis	1
451132018	[v]presence of coronary artery bypass graft				cad				CAD	Diagnosis	Revascularisation																													1
451133011	left sided cerebral infarction				stroke																	Diagnosis	Stroke	Ischaemic																1
451134017	right sided cerebral infarction				stroke																	Diagnosis	Stroke	Ischaemic																1
451368019	h/o: cerebrovascular disease				cad				CAD	3	Not specific																													1
451369010	h/o: myocardial infarction in last year				mi							Myocardial infarction	History of																											1
451370011	h/o: angina in last year				cad				CAD	3	Angina																													1
451371010	h/o: stroke in last year				stroke																	History	Stroke	History of																1
451426015	cardiac failure therapy				hf															Disease management	Heart failure																			1
451478017	h/o: deep vein thrombosis				dvt																					DVT	History	90. History of DVT/PE												1
451479013	[v] personal history of pulmonary embolism				pulmonaryembolism																								1	History										1
453099015	h/o: heart failure in last year				hf															History	Heart failure																			1
453227015	sinus bradycardia	arrhythmia	Diagnosis	Bradycardia	arrhythmia																																			1
453243010	systemic lupus erythematosus with pericarditis				pericarditis																													Pericarditis	Diagnosis					1
453302013	electromechanical dissociation with successful resuscitation				sca									Sudden cardiac arrest	Diagnosis																									1
453303015	cardiac arrest, unspecified				sca									Sudden cardiac arrest	Diagnosis																									1
4540521000006111	history of heart failure				hf															History	Heart failure																			1
4540551000006119	history of deep vein thrombosis				vte																				1															1
4540611000006119	history of pulmonary embolus				pulmonaryembolism																								1	History										1
4545591000006117	palpitations - bumping	arrhythmia	Diagnosis	Palpitations	arrhythmia																																			1
4545611000006111	palpitations - fluttering	arrhythmia	Diagnosis	Palpitations	arrhythmia																																			1
455422014	postoperative subendocardial myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
455423016	postoperative myocardial infarction, unspecified				mi							Myocardial infarction	Myocardial infarction																											1
455424010	ruptured popliteal artery aneurysm				pvd																																	PVD	Diagnosis	1
455641000006112	acute anterolateral myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
455651000006114	acute anteroseptal myocardial infarction				cad				CAD	Diagnosis	MI																													1
455900010	open insertion of iliac artery stent				pvd																																	PVD	Diagnosis	1
455901014	percutaneous transluminal insertion of iliac artery stent				pvd																																	PVD	Diagnosis	1
456154015	h/o: atrial fibrillation	arrhythmia	History	History of arrhythmia	arrhythmia																																			1
456811011	maternal care for fetal tachycardia during pregnancy	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
457531000006110	acute inferolateral myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
458410010	post infarct angina				cad				CAD	Diagnosis	Angina																													1
458505013	iliac artery occlusion				pvd																																	PVD	Diagnosis	1
458506014	femoral artery occlusion				pvd																																	PVD	Diagnosis	1
458507017	popliteal artery occlusion				pvd																																	PVD	Diagnosis	1
4586111000006115	anteroseptal infarction on electrocardiogram				mi							Myocardial infarction	Myocardial infarction																											1
4586131000006114	ecg: anteroseptal infarction				mi							Myocardial infarction	Myocardial infarction																											1
4586661000006110	electrocardiogram: paroxysmal atrial tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
459351000006119	acute pericarditis - gonococcal				pericarditis																													Pericarditis	Diagnosis					1
459361000006117	acute pericarditis - meningococcal				pericarditis																													Pericarditis	Diagnosis					1
459371000006112	acute pericarditis - pneumococcal				pericarditis																													Pericarditis	Diagnosis					1
459381000006110	acute pericarditis - staphylococcal				pericarditis																													Pericarditis	Diagnosis					1
459391000006113	acute pericarditis - streptococcal				pericarditis																													Pericarditis	Diagnosis					1
459487012	refractory angina				angina	Angina	Diagnosis	Worsening angina																																1
460286014	[v]personal history of circulatory system disease				cad				CAD	3	Not specific																													1
460331011	history of major cardiovascular surgery				nonspecificcvd													Nonspecific CVD	90.History of CVD - non-specific																					1
460681000006116	acute transmural myocardial infarction of unspecif site				cad				CAD	Diagnosis	MI																													1
460686018	[v]presence of aortocoronary bypass graft				revascularisation											revascularisation	Diagnosis																							1
460687010	history of placement of stent for coronary artery disease				nonspecificcvd													Nonspecific CVD	90.History of CVD - non-specific																					1
461192018	[v]observation for suspected myocardial infarction				mi							Myocardial infarction	Possible MI																											1
46541012	coxsackie pericarditis				pericarditis																													Pericarditis	Diagnosis					1
4668151000006111	percutaneous embolectomy of femoral artery				pvd																																	PVD	Diagnosis	1
4668171000006118	percutaneous embolectomy of popliteal artery				pvd																																	PVD	Diagnosis	1
4668191000006117	pc tl embolectomy popliteal artery				pvd																																	PVD	Diagnosis	1
4717241000006112	physiotherapy for maintenance of cardiovascular performance				cad				CAD	Diagnosis	Not specific																													1
4775971000006114	angina				angina	Angina	Diagnosis	Stable angina																																1
4775981000006112	cardiac angina				cad				CAD	Diagnosis	Angina																													1
4776001000006111	anginal syndrome				angina	Angina	Diagnosis	Stable angina																																1
4776031000006115	ischaemic heart disease - angina				cad				CAD	Diagnosis	Angina																													1
4776051000006110	single vessel coronary artery disease				cad				CAD	Diagnosis	Not specific																													1
4776071000006117	two coronary vessel disease				cad				CAD	Diagnosis	Not specific																													1
4776081000006119	double vessel coronary artery disease				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
4776141000006112	ischemic cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Dilated cardiomyopathy							1
4776411000006118	acute tuberculous pericarditis				pericarditis																													Pericarditis	Diagnosis					1
4776471000006110	acute pneumococcal pericarditis				pericarditis																													Pericarditis	Diagnosis					1
4776741000006111	non-rheumatic mitral regurgitation				vhd																															1	Diagnosis			1
4776911000006110	non-rheumatic tricuspid valve stenosis with insufficiency				vhd																															1	Diagnosis			1
4777091000006118	hypertrophic cardiomyopathy without obstruction				cardiomyopathy																										Cardiomyopathy	Diagnosis	Hypertrophic cardiomyopathy							1
4777111000006110	hcm - hypertrophic non-obstructive cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Hypertrophic cardiomyopathy							1
4777351000006114	atrial paroxysmal tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
4777861000006119	intracerebral haemorrhage with intraventricular haemorrhage				stroke																	Diagnosis	Stroke	Haemorrhagic																1
4777881000006112	intracerebral haemorrhage, multiple localised				stroke																	Diagnosis	Stroke	Haemorrhagic																1
4778181000006119	left sided cerebral hemisphere cerebrovascular accident				stroke																	Diagnosis	Stroke	Not specified																1
4778201000006118	right sided cerebral hemisphere cerebrovascular accident				stroke																	Diagnosis	Stroke	Not specified																1
4778311000006112	sequelae of cerebrovascular disease				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
4785671000006113	deep venous thrombosis of the superior mesenteric vein				vte																				1															1
482811000006113	angina at rest				cad				CAD	Diagnosis	Angina																													1
482941000006119	angina pectoris nos				cad				CAD	Diagnosis	Angina																													1
482961000006115	anginal control: no attacks				cad				CAD	Diagnosis	Angina																													1
483988011	bulbar haemorrhage				stroke																	Diagnosis	Stroke	Haemorrhagic																1
488231000000113	endovascular stenting for aorto-uniiliac aneurysm				pvd																																	PVD	Diagnosis	1
488451000006114	rheumatic aortic regurgitation				vhd																															1	Diagnosis			1
490972013	right ventricular failure				hf															Heart failure	Heart failure																			1
491481000006111	arteriography of common iliac artery				pvd																																	PVD	Diagnosis	1
491511000006115	arteriography of popliteal artery				pvd																																	PVD	Diagnosis	1
493287011	congestive cardiac failure				hf															Heart failure	Heart failure																			1
493423011	pulp gangrene				pvd																																	PVD	Diagnosis	1
494260016	impending infarction				angina	Angina	Diagnosis	Unstable angina																																1
494261017	worsening angina				cad				CAD	Diagnosis	Angina																													1
494669012	chronic pulmonary oedema				hf															Possible HF	Heart failure																			1
495394013	cortical haemorrhage				stroke																	Diagnosis	Stroke	Haemorrhagic																1
496232015	internal capsule haemorrhage				stroke																	Diagnosis	Stroke	Haemorrhagic																1
498031000006112	atrial septal defect as current complication following acute myocardial infarction				cad				CAD	3	MI																													1
498328016	angina at rest				angina	Angina	Diagnosis	Unstable angina																																1
50085019	congenital mitral insufficiency				vhd																															1	Diagnosis			1
5010981000006119	stroke				stroke																	Diagnosis	Stroke	Not specified																1
5011041000006118	anterior cerebral circulation infarction				stroke																	Diagnosis	Stroke	Ischaemic																1
5011051000006116	total anterior cerebral circulation infarction				stroke																	Diagnosis	Stroke	Ischaemic																1
5011061000006119	taci - total anterior cerebral circulation infarction				stroke																	Diagnosis	Stroke	Ischaemic																1
5011071000006114	total anterior cerebral circulation stroke				stroke																	Diagnosis	Stroke	Not specified																1
5011081000006112	tacs - total anterior cerebral circulation stroke				stroke																	Diagnosis	Stroke	Not specified																1
5011091000006110	partial anterior cerebral circulation infarction				stroke																	Diagnosis	Stroke	Ischaemic																1
5011101000006116	paci - partial anterior cerebral circulation infarction				stroke																	Diagnosis	Stroke	Ischaemic																1
5011111000006118	partial anterior cerebral circulation stroke				stroke																	Diagnosis	Stroke	Not specified																1
5011121000006114	pacs - partial anterior cerebral circulation stroke				stroke																	Diagnosis	Stroke	Not specified																1
5011131000006112	posterior cerebral circulation infarction				stroke																	Diagnosis	Stroke	Ischaemic																1
5011141000006119	posterior cerebral circulation stroke				stroke																	Diagnosis	Stroke	Not specified																1
5011161000006115	lacunar stroke				stroke																	Diagnosis	Stroke	Not specified																1
5011291000006119	haemorrhagic cerebral infarction				stroke																	Diagnosis	Stroke	Haemorrhagic																1
5011331000006114	anterior cerebral circulation haemorrhagic infarction				stroke																	Diagnosis	Stroke	Haemorrhagic																1
5011351000006119	posterior cerebral circulation haemorrhagic infarction				stroke																	Diagnosis	Stroke	Haemorrhagic																1
5011451000006114	stroke of uncertain pathology				stroke																	Diagnosis	Stroke	Not specified																1
5011461000006111	anterior circulation stroke of uncertain pathology				stroke																	Diagnosis	Stroke	Not specified																1
5011471000006116	posterior circulation stroke of uncertain pathology				stroke																	Diagnosis	Stroke	Not specified																1
5011651000006111	cerebral venous thrombosis of sigmoid sinus				stroke																	Diagnosis	Stroke	Ischaemic																1
5011661000006113	cerebral venous thrombosis of cortical vein				stroke																	Diagnosis	Stroke	Ischaemic																1
5011871000006119	spinal cord stroke				stroke																	Diagnosis	Stroke	Not specified																1
502878012	cerebellar haemorrhage				stroke																	Diagnosis	Stroke	Haemorrhagic																1
503469016	pontine haemorrhage				stroke																	Diagnosis	Stroke	Haemorrhagic																1
503791000006114	basal ganglia haemorrhage				stroke																	Diagnosis	Stroke	Haemorrhagic																1
5040091000006112	cabg - coronary artery bypass graft				cad				CAD	Diagnosis	Revascularisation																													1
5040101000006118	cbg - coronary bypass graft				revascularisation											revascularisation	Diagnosis																							1
5040111000006115	coronary artery bypass grafting				revascularisation											revascularisation	Diagnosis																							1
5040141000006116	coronary artery bypass graft x 1				cad				CAD	Diagnosis	Revascularisation																													1
5040151000006119	cabg x 1 - coronary artery bypass graft x 1				revascularisation											revascularisation	Diagnosis																							1
5040161000006117	coronary artery bypass grafts x 2				cad				CAD	Diagnosis	Revascularisation																													1
5040171000006112	cabg x 2 - coronary artery bypass grafts x 2				cad				CAD	Diagnosis	Revascularisation																													1
5040181000006110	coronary artery bypass grafts x 3				cad				CAD	Diagnosis	Revascularisation																													1
5040191000006113	triple coronary bypass				revascularisation											revascularisation	Diagnosis																							1
5040201000006111	cabg x 3 - coronary artery bypass grafts x 3				revascularisation											revascularisation	Diagnosis																							1
5040211000006114	coronary artery bypass grafts x 4				cad				CAD	Diagnosis	Revascularisation																													1
5040221000006118	cabg x 4 - coronary artery bypass grafts x 4				revascularisation											revascularisation	Diagnosis																							1
5040231000006115	coronary artery bypass grafts x 5				cad				CAD	Diagnosis	Revascularisation																													1
5040241000006113	cabg x 5 - coronary artery bypass grafts x 5				revascularisation											revascularisation	Diagnosis																							1
5040251000006110	coronary artery bypass grafts greater than 5				revascularisation											revascularisation	Diagnosis																							1
5046541000006113	procedure for arrhythmia	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
5046591000006116	ablation operation for arrhythmia	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
5046601000006112	diathermy ablation operation for arrhythmia	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
5046611000006110	cryoablation operation for arrhythmia	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
5046621000006119	laser ablation operation for arrhythmia	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
5046631000006116	radiofrequency ablation operation for arrhythmia	arrhythmia	Disease management	arrhythmia NOS	arrhythmia																																			1
5048911000006115	endarterectomy of common femoral artery				pvd																																	PVD	Diagnosis	1
5048921000006111	cfa - endarterectomy of the common femoral artery				pvd																																	PVD	Diagnosis	1
5049001000006113	embolectomy of popliteal artery				pvd																																	PVD	Diagnosis	1
504901000006118	benign hypertensive heart disease with congestive cardiac failure				hf															Heart failure	Heart failure																			1
504911000006115	benign hypertensive heart disease without ccf				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
