prodcode	bnftext	ingredient	productname	class	extra	depression_drugs
40514	other antidepressants	venlafaxine hydrochloride	venaxx xl 150mg capsules (advanz pharma)	SNRI		1
59035	other antidepressants	venlafaxine hydrochloride	venlablue xl 37.5mg capsules (zentiva pharma uk ltd)	SNRI		1
60449	other antidepressants	venlafaxine hydrochloride	venlafaxine 75mg tablets (a a h pharmaceuticals ltd)	SNRI		1
623	other antidepressants	venlafaxine hydrochloride	efexor 37.5mg tablets (wyeth pharmaceuticals)	SNRI		1
67271	other antidepressants	venlafaxine hydrochloride	efexor 37.5mg tablets (waymade healthcare plc)	SNRI		1
40407	other antidepressants	venlafaxine hydrochloride	venlalic xl 225mg tablets (ethypharm uk ltd)	SNRI		1
44937	other antidepressants	venlafaxine hydrochloride	venlaneo xl 75mg capsules (kent pharma (uk) ltd)	SNRI		1
40277	other antidepressants	venlafaxine hydrochloride	vensir xl 75mg capsules (morningside healthcare ltd)	SNRI		1
70806	other antidepressants	venlafaxine hydrochloride	venlafaxine 150mg modified-release capsules (de pharmaceuticals)	SNRI		1
57751	other antidepressants	venlafaxine hydrochloride	tonpular xl 150mg capsules (wockhardt uk ltd)	SNRI		1
51699	other antidepressants	venlafaxine hydrochloride	venlafaxine 37.5mg/5ml oral solution	SNRI		1
59753	other antidepressants	venlafaxine hydrochloride	sunveniz xl 150mg tablets (sun pharmaceutical industries europe b.v.)	SNRI		1
40054	other antidepressants	venlafaxine hydrochloride	venlafaxine 225mg modified-release tablets	SNRI		1
40515	other antidepressants	venlafaxine hydrochloride	venaxx xl 75mg capsules (advanz pharma)	SNRI		1
62734	other antidepressants	venlafaxine hydrochloride	venlafaxine 150mg/5ml oral suspension	SNRI		1
50081	other antidepressants	venlafaxine hydrochloride	venlablue xl 150mg capsules (zentiva pharma uk ltd)	SNRI		1
71806	other antidepressants	venlafaxine hydrochloride	amphero xl 75mg capsules (viatris uk healthcare ltd)	SNRI		1
70353	other antidepressants	venlafaxine hydrochloride	venlafaxine 37.5mg tablets (de pharmaceuticals)	SNRI		1
60843	other antidepressants	venlafaxine hydrochloride	sunveniz xl 75mg tablets (sun pharmaceutical industries europe b.v.)	SNRI		1
1474	other antidepressants	venlafaxine hydrochloride	efexor xl 75mg capsules (viatris uk healthcare ltd)	SNRI		1
60895	other antidepressants	venlafaxine hydrochloride	venlafaxine 37.5mg tablets (teva uk ltd)	SNRI		1
301	other antidepressants	venlafaxine hydrochloride	venlafaxine 37.5mg tablets	SNRI		1
65899	other antidepressants	venlafaxine hydrochloride	efexor xl 225mg capsules (viatris uk healthcare ltd)	SNRI		1
67288	other antidepressants	venlafaxine hydrochloride	efexor 75mg tablets (dowelhurst ltd)	SNRI		1
56457	other antidepressants	venlafaxine hydrochloride	venlafaxine 75mg tablets (teva uk ltd)	SNRI		1
49511	other antidepressants	venlafaxine hydrochloride	venlablue xl 75mg capsules (zentiva pharma uk ltd)	SNRI		1
9182	other antidepressants	venlafaxine hydrochloride	efexor 75mg tablets (wyeth pharmaceuticals)	SNRI		1
50934	other antidepressants	venlafaxine hydrochloride	venlafaxine 150mg/5ml oral solution	SNRI		1
71932	other antidepressants	venlafaxine hydrochloride	venlasov xl 150mg capsules (sovereign medical ltd)	SNRI		1
45664	other antidepressants	venlafaxine hydrochloride	depefex xl 150mg capsules (chiesi ltd)	SNRI		1
43334	other antidepressants	venlafaxine hydrochloride	venlafaxine 150mg modified-release capsules (sandoz ltd)	SNRI		1
40817	other antidepressants	venlafaxine hydrochloride	tardcaps xl 150mg capsules (ixl pharma ltd)	SNRI		1
68876	other antidepressants	venlafaxine hydrochloride	venlafaxine 75mg modified-release capsules (mawdsley-brooks & company ltd)	SNRI		1
59923	other antidepressants	venlafaxine hydrochloride	venlafaxine 37.5mg tablets (bristol laboratories ltd)	SNRI		1
44936	other antidepressants	venlafaxine hydrochloride	venlaneo xl 150mg capsules (kent pharma (uk) ltd)	SNRI		1
53326	other antidepressants	venlafaxine hydrochloride	venlafaxine 75mg/5ml oral solution	SNRI		1
6274	unknown	venlafaxine hydrochloride	efexor 50mg tablets (wyeth pharmaceuticals)	SNRI		1
39770	other antidepressants	venlafaxine hydrochloride	tifaxin xl 75mg capsules (genus pharmaceuticals ltd)	SNRI		1
1222	other antidepressants	venlafaxine hydrochloride	venlafaxine 75mg tablets	SNRI		1
40764	other antidepressants	venlafaxine hydrochloride	viepax 37.5mg tablets (dexcel-pharma ltd)	SNRI		1
65738	other antidepressants	venlafaxine hydrochloride	efexor 37.5mg tablets (sigma pharmaceuticals plc)	SNRI		1
2617	unknown	venlafaxine hydrochloride	venlafaxine 50mg tablets	SNRI		1
40049	other antidepressants	venlafaxine hydrochloride	viepax xl 150mg tablets (dexcel-pharma ltd)	SNRI		1
68050	other antidepressants	venlafaxine hydrochloride	venlafaxine 37.5mg tablets (alliance healthcare (distribution) ltd)	SNRI		1
43203	other antidepressants	venlafaxine hydrochloride	venlafaxine 75mg modified-release capsules (sandoz ltd)	SNRI		1
51280	other antidepressants	venlafaxine hydrochloride	efexor xl 150mg capsules (waymade healthcare plc)	SNRI		1
42600	other antidepressants	venlafaxine hydrochloride	vexarin xl 75mg capsules (viatris uk healthcare ltd)	SNRI		1
56662	other antidepressants	venlafaxine hydrochloride	venlafaxine 37.5mg tablets (a a h pharmaceuticals ltd)	SNRI		1
52716	other antidepressants	venlafaxine hydrochloride	tonpular xl 75mg capsules (wockhardt uk ltd)	SNRI		1
5710	other antidepressants	venlafaxine hydrochloride	efexor xl 150mg capsules (viatris uk healthcare ltd)	SNRI		1
40092	other antidepressants	venlafaxine hydrochloride	vensir xl 150mg capsules (morningside healthcare ltd)	SNRI		1
40815	other antidepressants	venlafaxine hydrochloride	tardcaps xl 75mg capsules (ixl pharma ltd)	SNRI		1
71782	other antidepressants	venlafaxine hydrochloride	venlafaxine 150mg modified-release capsules (mawdsley-brooks & company ltd)	SNRI		1
40048	other antidepressants	venlafaxine hydrochloride	viepax xl 75mg tablets (dexcel-pharma ltd)	SNRI		1
43673	other antidepressants	venlafaxine hydrochloride	politid xl 150mg capsules (accord healthcare ltd)	SNRI		1
55501	other antidepressants	venlafaxine hydrochloride	venlafaxine 150mg modified-release capsule (hillcross pharmaceuticals ltd)	SNRI		1
41299	other antidepressants	venlafaxine hydrochloride	politid xl 75mg capsules (accord healthcare ltd)	SNRI		1
58681	other antidepressants	venlafaxine hydrochloride	venladex xl 75mg tablets (dexcel-pharma ltd)	SNRI		1
873	unknown		amitriptyline 100 mg tab	TCA	1	1
7784	unknown		imipramine 50 mg tab	TCA	1	1
13496	unknown		amitriptyline 200 mg tab	TCA	1	1
23497	unknown		amitriptyline 300 mg tab	TCA	1	1
30738	unknown		amitriptyline s/f	TCA	1	1
3771	unknown		amitriptyline 75 mg tab	TCA	1	1
8250	unknown		amitriptyline s/f 25 mg/5ml syr	TCA	1	1
2533	unknown		trimipramine 50 mg tab	TCA	1	1
27876	unknown		amitriptyline	TCA	1	1
3668	unknown		imipramine 100 mg tab	TCA	1	1
7475	unknown		amoxapine 25 mg tab	TCA	1	1
20712	unknown		amitriptyline s/r	TCA	1	1
10649	unknown		imipramine 75 mg tab	TCA	1	1
25036	unknown		clomipramine hydrochloride	TCA	1	1
25070	unknown		lofepramine	TCA	1	1
25045	unknown		trimipramine	TCA	1	1
3195	unknown		clomipramine 25 mg tab	TCA	1	1
12194	unknown		nortriptyline 10 mg eli	TCA	1	1
4149	unknown		protriptyline hcl 10 mg tab	TCA	1	1
22872	unknown		doxepin hcl	TCA	1	1
7573	unknown		imipramine 25 mg cap	TCA	1	1
20379	unknown		maprotiline hcl 75 mg tab	TCA	1	1
25085	unknown		trimipramine	TCA	1	1
77167	tricyclic and related antidepressants	amitriptyline hydrochloride	amitriptyline 25mg tablets (ranbaxy (uk) ltd)	TCA	1	1
78221	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 50mg tablets (de pharmaceuticals)	TCA	1	1
76952	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 5mg/5ml oral suspension	TCA	1	1
83516	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg/5ml oral suspension	TCA	1	1
76927	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 2.5mg/5ml oral solution	TCA	1	1
83079	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (medihealth (northern) ltd)	TCA	1	1
79826	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg/5ml oral solution sugar free (a a h pharmaceuticals ltd)	TCA	1	1
80135	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (northstar healthcare unlimited company)	TCA	1	1
77497	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 75mg/5ml oral solution	TCA	1	1
82403	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 50mg tablets (arrow generics ltd)	TCA	1	1
83377	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg/5ml oral solution sugar free (accord healthcare ltd)	TCA	1	1
76839	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (genesis pharmaceuticals ltd)	TCA	1	1
76298	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg/5ml oral solution sugar free (wockhardt uk ltd)	TCA	1	1
77229	unknown	amitriptyline hydrochloride	amitriptyline 10mg/5ml oral solution sugar free (rosemont pharmaceuticals ltd)	TCA	1	1
79766	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (genesis pharmaceuticals ltd)	TCA	1	1
84344	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (bristol laboratories ltd)	TCA	1	1
84748	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg/5ml oral solution sugar free (a a h pharmaceuticals ltd)	TCA	1	1
79401	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 100mg/5ml oral solution	TCA	1	1
78364	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg/5ml oral solution sugar free (alliance healthcare (distribution) ltd)	TCA	1	1
3351	unknown	amoxapine	amoxapine 50mg tablets	TCA	1	1
15380	tricyclic and related antidepressants	amoxapine	asendis 25mg tablet (wyeth pharmaceuticals)	TCA	1	1
55289	unknown	amoxapine	asendis 50mg tablets (mercury pharma group ltd)	TCA	1	1
21357	tricyclic and related antidepressants	amoxapine	asendis 100mg tablet (wyeth pharmaceuticals)	TCA	1	1
24723	tricyclic and related antidepressants	amoxapine	asendis 150mg tablet (wyeth pharmaceuticals)	TCA	1	1
3652	tricyclic and related antidepressants	amoxapine	amoxapine 100mg tablets	TCA	1	1
17319	tricyclic and related antidepressants	amoxapine	amoxapine 25mg tablets	TCA	1	1
4411	tricyclic and related antidepressants	amoxapine	amoxapine 150mg tablets	TCA	1	1
14398	tricyclic and related antidepressants	amoxapine	asendis 50mg tablet (wyeth pharmaceuticals)	TCA	1	1
32457	tricyclic and related antidepressants	butriptyline hydrochloride	butriptyline 50mg tablets	TCA	1	1
18932	tricyclic and related antidepressants	butriptyline hydrochloride	evadyne 25mg tablet (wyeth pharmaceuticals)	TCA	1	1
12227	tricyclic and related antidepressants	butriptyline hydrochloride	butriptyline 25mg tablets	TCA	1	1
79276	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 25mg capsules (viatris uk healthcare ltd)	TCA	1	1
81617	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 25mg capsules (actavis uk ltd)	TCA	1	1
83470	unknown	clomipramine hydrochloride	clomipramine 25mg capsules (almus pharmaceuticals ltd)	TCA	1	1
78057	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 5mg/5ml oral solution	TCA	1	1
83468	unknown	clomipramine hydrochloride	clomipramine 10mg capsules (almus pharmaceuticals ltd)	TCA	1	1
77227	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 50mg capsules (waymade healthcare plc)	TCA	1	1
78324	tricyclic and related antidepressants	clomipramine hydrochloride	clomipramine 50mg capsules (viatris uk healthcare ltd)	TCA	1	1
7981	tricyclic and related antidepressants/neuropathic pain	desipramine	desipramine 25mg tablets	TCA	1	1
7979	tricyclic and related antidepressants/neuropathic pain	desipramine	pertofran 25mg tablet (novartis pharmaceuticals uk ltd)	TCA	1	1
84526	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg/5ml oral suspension	TCA	1	1
76317	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 25mg capsules (strides pharma uk ltd)	TCA	1	1
81126	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 75mg tablets (strides pharma uk ltd)	TCA	1	1
77130	tricyclic and related antidepressants	dosulepin hydrochloride	dosulepin 10mg/5ml oral solution	TCA	1	1
7059	tricyclic and related antidepressants	doxepin hydrochloride	doxepin 75mg capsules	TCA	1	1
14519	tricyclic and related antidepressants	doxepin hydrochloride	sinequan 75mg capsules (pfizer ltd)	TCA	1	1
35258	tricyclic and related antidepressants	doxepin hydrochloride	sinepin 25mg capsules (marlborough pharmaceuticals ltd)	TCA	1	1
3554	tricyclic and related antidepressants	doxepin hydrochloride	doxepin 25mg capsules	TCA	1	1
5073	tricyclic and related antidepressants	doxepin hydrochloride	doxepin 50mg capsules	TCA	1	1
35493	tricyclic and related antidepressants	doxepin hydrochloride	sinepin 50mg capsules (marlborough pharmaceuticals ltd)	TCA	1	1
40777	tricyclic and related antidepressants	doxepin hydrochloride	doxepin 25mg/5ml oral suspension	TCA	1	1
73363	tricyclic and related antidepressants	doxepin hydrochloride	doxepin 50mg/5ml oral solution	TCA	1	1
81337	tricyclic and related antidepressants	doxepin hydrochloride	doxepin 50mg/5ml oral suspension	TCA	1	1
12125	tricyclic and related antidepressants	doxepin hydrochloride	sinequan 50mg capsules (pfizer ltd)	TCA	1	1
3842	tricyclic and related antidepressants	doxepin hydrochloride	doxepin 10mg capsules	TCA	1	1
10413	tricyclic and related antidepressants	doxepin hydrochloride	sinequan 10mg capsules (pfizer ltd)	TCA	1	1
12129	tricyclic and related antidepressants	doxepin hydrochloride	sinequan 25mg capsules (pfizer ltd)	TCA	1	1
80885	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 25mg tablets (kent pharma (uk) ltd)	TCA	1	1
82911	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 25mg tablets (alliance healthcare (distribution) ltd)	TCA	1	1
83472	tricyclic and related antidepressants/nocturnal enuresis	imipramine hydrochloride	imipramine 25mg tablets (almus pharmaceuticals ltd)	TCA	1	1
81638	tricyclic and related antidepressants/drugs for urinary frequency, enuresis, and incontinence	imipramine hydrochloride	imipramine 25mg tablet (celltech pharma europe ltd)	TCA	1	1
27476	tricyclic and related antidepressants	iprindole	iprindole hc 15mg	TCA	1	1
24700	tricyclic and related antidepressants	iprindole	prondol 15mg tablet (wyeth pharmaceuticals)	TCA	1	1
27733	tricyclic and related antidepressants	iprindole	iprindole hc 30mg	TCA	1	1
31672	tricyclic and related antidepressants	iprindole	prondol 30mg tablet (wyeth pharmaceuticals)	TCA	1	1
79397	tricyclic and related antidepressants	lofepramine	lofepramine oral solution	TCA	1	1
83942	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg tablets (alliance healthcare (distribution) ltd)	TCA	1	1
74586	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg tablets (almus pharmaceuticals ltd)	TCA	1	1
77717	tricyclic and related antidepressants	lofepramine hydrochloride	lofepramine 70mg/5ml oral suspension sugar free (a a h pharmaceuticals ltd)	TCA	1	1
13558	unknown	maprotiline hydrochloride	ludiomil 75mg tablets (novartis pharmaceuticals uk ltd)	TCA	1	1
20405	unknown	maprotiline hydrochloride	maprotiline 75mg tablets	TCA	1	1
8549	unknown	maprotiline hydrochloride	maprotiline 25mg tablets	TCA	1	1
12222	unknown	maprotiline hydrochloride	ludiomil 10mg tablets (novartis pharmaceuticals uk ltd)	TCA	1	1
10645	unknown	maprotiline hydrochloride	ludiomil 25mg tablets (novartis pharmaceuticals uk ltd)	TCA	1	1
16727	unknown	maprotiline hydrochloride	maprotiline 10mg tablets	TCA	1	1
14410	unknown	maprotiline hydrochloride	ludiomil 50mg tablets (novartis pharmaceuticals uk ltd)	TCA	1	1
12100	tricyclic and related antidepressants	maprotiline hydrochloride	maprotiline 50mg tablets	TCA	1	1
83536	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 25mg/5ml oral solution sugar free	TCA	1	1
80352	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 10mg tablets (accord healthcare ltd)	TCA	1	1
81306	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 25mg capsules	TCA	1	1
80546	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 10mg/5ml oral solution sugar free	TCA	1	1
85885	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 10mg tablets (advanz pharma)	TCA	1	1
83498	tricyclic and related antidepressants	nortriptyline hydrochloride	allegron 25mg tablets (lexon (uk) ltd)	TCA	1	1
78224	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 25mg tablets (waymade healthcare plc)	TCA	1	1
81199	tricyclic and related antidepressants/nocturnal enuresis	nortriptyline hydrochloride	nortriptyline 10mg capsules	TCA	1	1
7816	tricyclic and related antidepressants/neuropathic pain	protriptyline hydrochloride	concordin 5 tablet (merck sharp & dohme ltd)	TCA	1	1
11187	tricyclic and related antidepressants/neuropathic pain	protriptyline hydrochloride	protriptyline 10mg tablet	TCA	1	1
60929	tricyclic and related antidepressants	protriptyline hydrochloride	protriptyline 5mg tablets	TCA	1	1
7756	tricyclic and related antidepressants/neuropathic pain	protriptyline hydrochloride	protriptyline 5mg tablet	TCA	1	1
7755	tricyclic and related antidepressants/neuropathic pain	protriptyline hydrochloride	concordin 10 tablet (merck sharp & dohme ltd)	TCA	1	1
65987	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (crescent pharma ltd)	TCA		1
71042	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (arrow generics ltd)	TCA		1
65879	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (sigma pharmaceuticals plc)	TCA		1
24134	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (kent pharma (uk) ltd)	TCA		1
4690	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 50mg/5ml oral solution sugar free	TCA		1
2985	unknown	amitriptyline hydrochloride	lentizol 50mg modified-release capsules (pfizer ltd)	TCA		1
42394	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	amitriptyline 25mg tablet (crosspharma ltd)	TCA		1
34197	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	amitriptyline 25mg tablet (berk pharmaceuticals ltd)	TCA		1
59161	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (waymade healthcare plc)	TCA		1
83	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets	TCA		1
64647	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (de pharmaceuticals)	TCA		1
32439	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	amitriptyline 25mg tablet (sussex pharmaceutical ltd)	TCA		1
64141	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 5mg/5ml oral solution	TCA		1
55139	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (alliance healthcare (distribution) ltd)	TCA		1
8332	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	tryptizol 50mg tablet (merck sharp & dohme ltd)	TCA		1
6312	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg/5ml oral solution sugar free	TCA		1
67127	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg/5ml oral solution sugar free (de pharmaceuticals)	TCA		1
60410	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg/5ml oral solution sugar free (wockhardt uk ltd)	TCA		1
7751	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	tryptizol 25mg tablet (merck sharp & dohme ltd)	TCA		1
64330	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 50mg tablets (almus pharmaceuticals ltd)	TCA		1
45242	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	amitriptyline 10mg tablet (sussex pharmaceutical ltd)	TCA		1
27008	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	domical 50mg tablet (berk pharmaceuticals ltd)	TCA		1
57107	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (phoenix healthcare distribution ltd)	TCA		1
3777	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	amitriptyline 10mg/5ml sugar free oral solution	TCA		1
2525	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	amitriptyline 75mg modified-release capsules	TCA		1
487	unknown	amitriptyline hydrochloride	amitriptyline 25mg modified-release capsules	TCA		1
8831	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	tryptizol mr 75mg modified-release capsule (merck sharp & dohme ltd)	TCA		1
66579	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (mawdsley-brooks & company ltd)	TCA		1
55491	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (almus pharmaceuticals ltd)	TCA		1
34503	tricyclic and related antidepressants	amitriptyline hydrochloride	amitriptyline 25mg tablets (ivax pharmaceuticals uk ltd)	TCA		1
24141	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (actavis uk ltd)	TCA		1
66572	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (sigma pharmaceuticals plc)	TCA		1
34129	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (wockhardt uk ltd)	TCA		1
8726	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	tryptizol 10mg tablet (merck sharp & dohme ltd)	TCA		1
54877	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (accord healthcare ltd)	TCA		1
41729	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	amitriptyline 25mg tablet (celltech pharma europe ltd)	TCA		1
24145	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (actavis uk ltd)	TCA		1
48065	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	amitriptyline oral solution	TCA		1
2486	unknown	amitriptyline hydrochloride	lentizol 25mg modified-release capsules (pfizer ltd)	TCA		1
49	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets	TCA		1
24680	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	elavil 10mg tablet (ddsa pharmaceuticals ltd)	TCA		1
34634	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 50mg tablets (accord healthcare ltd)	TCA		1
24147	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (teva uk ltd)	TCA		1
8878	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	tryptizol 10mg/5ml sugar free oral solution (merck sharp and dohme ltd)	TCA		1
1888	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 50mg tablets	TCA		1
64000	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg/5ml oral solution sugar free	TCA		1
40396	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	amitriptyline 50mg tablet (berk pharmaceuticals ltd)	TCA		1
52867	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (accord healthcare ltd)	TCA		1
69712	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 50mg tablets (sigma pharmaceuticals plc)	TCA		1
34182	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 50mg tablets (kent pharma (uk) ltd)	TCA		1
46818	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg/5ml oral suspension	TCA		1
24152	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (teva uk ltd)	TCA		1
20026	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	domical 25mg tablet (berk pharmaceuticals ltd)	TCA		1
33624	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 50mg tablets (teva uk ltd)	TCA		1
46801	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg/5ml oral solution	TCA		1
34251	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 50mg/5ml oral solution sugar free (rosemont pharmaceuticals ltd)	TCA		1
34916	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	amitriptyline 10mg tablet (berk pharmaceuticals ltd)	TCA		1
45233	tricyclic and related antidepressants	amitriptyline hydrochloride	amitriptyline 10mg tablets (ivax pharmaceuticals uk ltd)	TCA		1
57972	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 10mg tablets (alliance healthcare (distribution) ltd)	TCA		1
34782	tricyclic and related antidepressants/neuropathic pain/prophylaxis of migraine	amitriptyline hydrochloride	amitriptyline 25mg tablets (a a h pharmaceuticals ltd)	TCA		1
34474	tricyclic and related antidepressants/neuropathic pain	amitriptyline hydrochloride	amitriptyline 25mg tablet (regent laboratories ltd)	TCA		1
